Portfolio_ID,Stock,Weight
4,ACN,0.033454454277929827
4,CARR,0.025418940650858254
4,DIS,0.004080076722516063
4,CPAY,0.03386779520893019
4,LULU,0.00426617866513759
4,AMCR,0.012751861199653129
4,ZTS,0.03315492190943189
4,ATO,0.02907471573309263
4,VLTO,0.009619749276343128
4,MTB,0.009023099905831224
4,MAR,0.030117792125606134
4,LYV,0.05673798556095208
4,PAYX,0.02016193951587736
4,GOOGL,0.01136698224706668
4,VZ,0.016270172304993193
4,FSLR,0.03201623890353949
4,CTAS,0.0012939487584990935
4,WEC,0.04818386466515959
4,V,0.006655778318565909
4,WST,0.03256241867085679
5,ATO,0.044758489452681266
5,CSCO,0.28770630334787084
5,IVZ,0.06786716725991856
5,ACN,0.306170997176165
5,DIS,0.2934970427633643
6,MPWR,0.3090983743258187
6,AMCR,0.2373684849421872
6,ATO,0.3004613144384485
6,SWKS,0.03219017708413503
6,NRG,0.12088164920941061
7,DVN,0.054146018578224035
7,ZTS,0.0896460496958585
7,VLTO,0.03435760871017975
7,LHX,0.08071802885674008
7,MAA,0.06925291034698411
7,GOOGL,0.07196842333720661
7,ACN,0.08857706708150492
7,CARR,2.2797441509963135e-4
7,GEV,0.015379425256503706
7,PNR,0.038275832243809677
7,VZ,0.0647387176341843
7,EIX,0.04605029880302513
7,WEC,0.05117486870233115
7,IVZ,0.03038405434291884
7,PTC,0.07810577886591714
7,SW,0.028013280982829833
7,FSLR,0.039220967116257284
7,LYV,0.008715776714929476
7,PAYX,0.07655652817970997
7,DIS,0.03449039013578582
8,BR,0.10081969212355103
8,PTC,0.02101889163282181
8,PNR,0.01131717402742532
8,VLTO,0.005779370218590454
8,MAR,0.0865539853859323
8,ACN,0.060628608463609596
8,MTB,0.049038466238328554
8,CMI,0.038077053662206754
8,ZTS,0.029221665356803567
8,LULU,0.06256035462833788
8,SW,0.08539044757242643
8,V,0.010205536685292563
8,CRM,0.10052887213690373
8,WYNN,0.017602022107011887
8,PAYX,0.00897993333853605
8,ABBV,0.08983862288452606
8,LHX,0.05474440253142271
8,SWKS,0.06851631642015774
8,CTAS,0.02394269425721639
8,WST,0.07523589032889919
9,CTAS,0.00809934596121605
9,V,0.052209167870740335
9,NRG,0.03804234126927082
9,HAS,0.07721589605565145
9,EIX,0.057544646428217223
9,WST,0.05763033748248678
9,WEC,0.06105412920087458
9,MTB,0.05007955783515853
9,PAYX,0.009388416352310656
9,PNR,0.10410084019316058
9,MAR,0.001840885910181571
9,IVZ,0.046345344845089766
9,OMC,0.025403232065508194
9,ACN,0.011151804253372363
9,REGN,0.05404898413263685
9,GEV,0.07276259480735967
9,OTIS,0.10311550358305344
9,PTC,0.04058250239731834
9,AMCR,0.09570696313172372
9,LYB,0.03367750622466911
10,CPAY,1.344571876750645e-4
10,DVN,0.08545147935179305
10,ACN,0.08924345885056449
10,GOOGL,0.04603365411253537
10,LHX,0.0434767923632433
10,MOH,0.05593140383812298
10,HAS,0.08496073246140234
10,ZTS,0.016222384367054775
10,CRM,0.07369235843583684
10,CARR,0.02184234316267031
10,MAA,0.05411002340559872
10,PTC,0.07884934957133362
10,PNR,0.012396796919197484
10,META,0.08400804729687332
10,LULU,0.04220954451441013
10,CSCO,0.08384407557899422
10,VZ,0.023306173255436848
10,CMI,0.007848138555437853
10,OMC,0.004561091514210289
10,LYB,0.091877695257609
11,MOH,0.042496632831836
11,CRM,0.037331222990573766
11,DOC,0.01258641978927861
11,HAS,0.019357645338841684
11,LHX,0.017901385077248134
11,SWKS,0.05064829920780441
11,CMI,0.011149383382864635
11,REGN,0.03811435483118754
11,V,0.0076970415734284765
11,DIS,0.005988626932066988
11,MTB,0.005197456945499315
11,ZTS,0.051294798413899105
11,MAR,0.015507420380582622
11,FSLR,0.04957899522388428
11,NRG,0.043258204589259094
11,BR,0.044500015693306166
11,OMC,0.011511809181714596
11,ATO,0.002697440781770388
11,LYV,0.002172576392895331
11,CPAY,0.01592797126545714
11,CSCO,0.01952332417446651
11,AMCR,0.04127618832749773
11,PTC,0.014085926547749476
11,IVZ,0.028961598586483592
11,ROP,0.04250707443697788
11,VZ,0.035602449487374475
11,D,0.011414816161153822
11,MAA,0.055581990979262925
11,PAYX,2.2670785498286425e-5
11,DTE,0.011561983604415673
11,LYB,0.03548734810965273
11,WST,9.678451659924815e-4
11,VLTO,0.0014964178905316457
11,WEC,0.0340216011106808
11,OTIS,0.031933915696458835
11,EIX,0.013760720496604194
11,WYNN,0.05146697333981599
11,CARR,0.03762478462082475
11,SW,0.03612667130310177
11,LULU,0.01165799835205814
12,MPWR,0.09681488778486819
12,MTB,0.10630257847728877
12,ATO,0.01225818313703581
12,MAR,0.023814112673558513
12,WYNN,0.05611305786556196
12,SW,0.03733876220087555
12,CPAY,0.05439164966463959
12,CARR,0.06757977406914395
12,CSCO,0.025822876919905206
12,ED,0.08463834807600025
12,WST,0.017351784549396634
12,DOC,0.08043238993444544
12,MOH,0.03045334019881559
12,CTAS,0.04917414860117933
12,PNR,0.08317440069490697
12,LHX,0.054709639681003
12,WEC,0.039041254418792574
12,EIX,0.027741821120877898
12,AMCR,0.024936131864855642
12,IVZ,0.027910858066849117
13,LYV,0.04304869050324991
13,WYNN,0.010438314632597888
13,LYB,0.01454896291913191
13,CMI,0.024128691854110536
13,META,0.029911184625843378
13,REGN,0.03263253833498208
13,PAYX,0.04089572128145436
13,HAS,0.053625969834044024
13,SW,0.09587074742248584
13,IVZ,0.08169937851482108
13,DOC,0.10422732133926677
13,LULU,0.03621823798505781
13,GOOGL,0.08993042039145878
13,MOH,0.014476088647495288
13,VLTO,0.013606584200834632
13,MAR,0.07944936699373105
13,OMC,0.05984220093238323
13,DIS,0.0663997780402332
13,ROP,0.013415612200149231
13,MPWR,0.09563418934666901
14,LULU,0.26747762622299776
14,VLTO,0.28647651675996433
14,CPAY,0.2634637475364445
14,MAR,0.07147176338011152
14,CTAS,0.11111034610048187
15,LYV,4.662190602216821e-4
15,CPAY,0.03563071315600097
15,ED,0.03535680659697584
15,NRG,0.04762094614561236
15,ACN,0.021198009764916034
15,LYB,0.02192558565735752
15,PNR,0.02788816042277789
15,FSLR,0.021469212319211048
15,OTIS,0.0050679846025317955
15,MAA,0.019736773881778028
15,MAR,0.010276689921017396
15,MPWR,0.0376304415528592
15,GOOGL,5.71394800835653e-4
15,PAYX,0.04769085221885517
15,BR,0.046723962500053326
15,VZ,0.039142337437540885
15,MOH,0.049406953481190334
15,MTB,0.03246942330380876
15,DVN,0.0340453557954171
15,CSCO,0.01979428047419806
15,SW,0.0034050848710231903
15,VLTO,0.03585832102819653
15,EIX,0.006616708855446325
15,HAS,0.015120107836442888
15,CRM,0.03281373286079708
15,IVZ,0.020243151494973754
15,ABBV,0.0036552553442291435
15,CARR,0.04482144116329515
15,AMCR,0.019992266528586888
15,GEV,0.03481400909416885
15,META,0.001100137325503572
15,V,0.030893755377091922
15,WEC,0.01433755796253922
15,DIS,0.020715613527731214
15,CTAS,0.007568159515568164
15,ATO,0.042771756019534486
15,REGN,0.007287599076410966
15,CMI,0.047181677719836924
15,ROP,0.04670818820661084
15,PTC,0.00998337309885383
16,CMI,0.2060341074288876
16,AMCR,0.24908850173761501
16,MAA,0.20652768790020062
16,GOOGL,0.31143678359987337
16,ATO,0.026912919333423404
17,META,0.02771208884852384
17,PAYX,0.04400229949094499
17,CRM,0.03641190244420923
17,LYV,0.03041950105593002
17,GOOGL,0.03829775391518373
17,ROP,0.044522703586074006
17,WEC,0.007928779291022606
17,CMI,0.009298627662114353
17,GEV,0.004707197342640611
17,HAS,0.03997004304319425
17,PTC,0.03884941753339411
17,D,0.013463161117193126
17,LULU,0.021647000628055264
17,CSCO,0.030172615349263274
17,PNR,0.017881530536190612
17,ZTS,0.018430987404790187
17,FSLR,0.044085666132360014
17,ABBV,0.018815632943611597
17,MAR,0.0033887501540459737
17,OTIS,0.034107766530535384
17,AMCR,0.033408272340257616
17,DTE,0.004635107681906122
17,DIS,0.0017790459032712986
17,WST,0.019328684465520423
17,DVN,5.561912470741863e-4
17,VZ,0.027377121132357657
17,REGN,0.0455545304649147
17,MPWR,0.016550051028773927
17,VLTO,0.011786872546645745
17,ATO,0.026113384100175916
17,LHX,0.005674340539635521
17,MOH,0.018073739333100653
17,ACN,0.01578878916451848
17,ED,0.04566328020997068
17,MAA,0.04389736582671907
17,CPAY,0.03675624503273336
17,MTB,0.036545583971232025
17,V,0.04813565236410816
17,SW,0.02798022704802181
17,WYNN,0.01028209058978547
18,PNR,0.4358214119390292
18,NRG,0.07078653783460961
18,ROP,0.18616417738370883
18,SWKS,0.07979698258677245
18,ED,0.2274308902558799
19,ATO,0.003570542758177035
19,SWKS,0.010960324928367574
19,VZ,0.01776798030282191
19,D,0.0225656095400083
19,ACN,0.04278739546384156
19,VLTO,0.007509202797028115
19,IVZ,0.02575499263980883
19,LYV,0.0018226921288350664
19,DOC,0.027251164010370758
19,PNR,0.04766031323851065
19,OMC,0.02827767294383316
19,ZTS,0.014183919950708961
19,V,0.05322413973070646
19,NRG,0.007557456593690945
19,WEC,0.016159302913968783
19,CMI,0.052949517038881226
19,PTC,0.04503291428193036
19,MAR,0.005861801026972415
19,CTAS,0.04893589542517468
19,REGN,0.05150555463146462
19,GOOGL,0.007029707256483772
19,MOH,0.008244145531885997
19,CRM,0.032896679943982515
19,HAS,0.003541914682260708
19,GEV,0.029732536364034345
19,CSCO,4.4506843233662414e-4
19,LHX,0.05089954303698888
19,ED,0.0037649241216476574
19,SW,0.04919258955916757
19,ABBV,0.032362857294136134
19,OTIS,0.029942352867000935
19,LYB,0.001333690335710144
19,DIS,0.03324686158384473
19,ROP,0.04319551076278177
19,BR,0.014143455517544814
19,WYNN,0.04871464686757656
19,WST,0.025289402524746048
19,DTE,0.03389593142092674
19,DVN,0.009101795717383785
19,PAYX,0.011687993834458866
20,CPAY,0.028163642082179655
20,FSLR,0.0020655895033734805
20,IVZ,0.023660753437159922
20,CMI,0.047357342085948405
20,DVN,0.011990508815061363
20,LHX,0.033833556159369206
20,WEC,0.04557256838752716
20,DIS,0.0022741340326221157
20,WST,0.006806564161726641
20,ED,0.005006830532604331
20,OMC,0.020438313079644357
20,CSCO,0.04839222361066924
20,DTE,0.018159766751406792
20,REGN,0.03616647170589628
20,EIX,0.03505788763951468
20,OTIS,0.0012380394306633455
20,WYNN,0.04719735512335712
20,MAA,0.026616730504775678
20,ROP,0.03473995950510557
20,ZTS,0.002257967994455334
20,MOH,0.045729190251162184
20,AMCR,0.0016386498450936522
20,LULU,0.03878058194580953
20,NRG,0.026250040752011303
20,SWKS,0.013277239353217719
20,LYB,0.02519205519906883
20,ABBV,0.026567025876239568
20,D,0.004334092738336166
20,SW,0.04568079546353495
20,V,0.02813925933308209
20,ATO,0.002955104115261967
20,BR,0.033563343004237946
20,ACN,0.031298115097565374
20,VLTO,0.0036348714940081977
20,GEV,0.02183779361132531
20,VZ,0.032007476884200095
20,CARR,0.040410651699281624
20,CTAS,0.019545171955876357
20,MTB,0.03858728029678136
20,PTC,0.043575056540845106
21,PAYX,0.019389282377278674
21,VLTO,0.02668054824932037
21,REGN,0.002611347316437885
21,DOC,0.03625084514702773
21,ACN,0.04554815078406329
21,ED,0.011991459020555014
21,NRG,0.09394870583738717
21,SW,9.989639678299538e-4
21,WEC,0.10692774698776217
21,DTE,0.08872168870872496
21,CRM,0.05524547653750934
21,PNR,0.10300415272445797
21,MAR,0.05158616777697993
21,CTAS,0.056341155257488375
21,DVN,0.09176216580373375
21,D,0.017713493053414953
21,MOH,0.0574861928426368
21,ATO,0.04780579386069571
21,EIX,0.036586816402551306
21,LYV,0.049399847344144675
22,OMC,0.008816772214898072
22,CMI,0.0871697916421982
22,META,0.06236523454323226
22,EIX,0.0013935670222297437
22,VLTO,0.010512915469706162
22,CSCO,0.07879459545482806
22,DIS,0.04152788019511339
22,CARR,0.03735119624764333
22,LULU,0.04017045348311465
22,CTAS,0.061676108991574385
22,ROP,0.01694960150248648
22,MAA,0.07791610732456707
22,FSLR,0.08526163240104745
22,REGN,0.07419496066727113
22,PTC,0.0467545926637155
22,IVZ,0.02364973973418845
22,DTE,0.06201450948903636
22,HAS,0.08746678954996806
22,DOC,0.09115298643909917
22,VZ,0.004860564964082089
23,META,0.06665320906190798
23,MAA,0.06499398681941004
23,CSCO,0.06639516329762493
23,WEC,0.029375381286406977
23,MAR,0.005082498983603003
23,ED,0.05956208115064812
23,REGN,0.0036713364638828803
23,PNR,0.05683730061905697
23,ACN,0.026460052213515682
23,LULU,0.03474649643708272
23,IVZ,0.08156075904334123
23,CRM,0.05998620805475676
23,EIX,0.06337125223714102
23,CPAY,0.06333507005803914
23,DTE,0.020151381082429972
23,MOH,0.03610152566875816
23,MPWR,0.050438844973910206
23,VLTO,0.0776700494180613
23,AMCR,0.05251994304785803
23,WYNN,0.08108746008256486
24,DOC,0.07584834725276372
24,CSCO,0.3074217128167551
24,V,0.13719605493107184
24,ATO,0.14806106686107348
24,LYV,0.33147281813833585
25,DTE,0.03434286391522159
25,MAA,0.01129117087758007
25,WYNN,0.0428257441172946
25,CRM,0.0066169256307618066
25,PNR,0.018131257891502554
25,NRG,0.0454913031973607
25,OMC,0.0028518627484424007
25,META,0.00683720904733925
25,IVZ,0.02623898146163617
25,PTC,0.03747887266749991
25,DVN,0.012390152810861156
25,MTB,0.03148378258153352
25,CPAY,0.05181611511752535
25,SWKS,0.005783650106662356
25,LHX,0.029555138973529422
25,REGN,0.055348192870306144
25,HAS,0.027376222263892695
25,CTAS,0.017381897508436134
25,VZ,0.0035896862359450117
25,LYB,0.05559866585470363
25,GEV,0.009291434540618057
25,ZTS,0.019940633059914645
25,VLTO,0.042762146816477914
25,CMI,0.01775701635516025
25,ED,0.02668595067257564
25,OTIS,0.030631745739884017
25,ROP,0.01516780459192306
25,LULU,0.02262773986481768
25,EIX,0.0043448934678236555
25,SW,0.022661975010647022
25,ACN,0.061759200444055855
25,MAR,0.01194138736129609
25,FSLR,0.054779774487692424
25,V,0.007073531241872432
25,PAYX,0.01219433001837678
25,BR,0.04587471299509773
25,CARR,0.016979296244385825
25,WEC,0.013197951167160498
25,GOOGL,0.036599809347196297
25,DIS,0.005298970694989658
26,ED,0.012066110905391739
26,DOC,0.046320705117343264
26,LYV,0.029565673207138425
26,META,0.01800053774655687
26,IVZ,0.030341561121361642
26,SWKS,0.03008100486985376
26,DTE,0.04393958850539442
26,MOH,0.03144870912581904
26,CTAS,0.04318495647224704
26,CMI,0.046009963630993335
26,CSCO,0.02836755376015705
26,ROP,0.0372370622194051
26,SW,0.01954896340026473
26,WYNN,0.007056673810117402
26,VLTO,0.047137315394766524
26,CRM,0.012116117020347816
26,MPWR,0.0011094919841230652
26,GOOGL,0.011361125667483634
26,CPAY,0.011793709841933897
26,MAA,0.027744746484756645
26,REGN,0.033052122807836586
26,ACN,0.024858708890111318
26,PAYX,0.005764160180546576
26,OTIS,0.0320962350964435
26,ATO,0.03127881181795336
26,MAR,0.012741946713029318
26,VZ,0.011758148906791978
26,OMC,0.01762213451001534
26,WEC,0.015321678154846046
26,DVN,0.038441385008983905
26,HAS,0.01139136824580639
26,D,0.022958638664468692
26,LULU,0.04179615026799091
26,BR,0.012790938655255336
26,ZTS,0.022960938691539975
26,LYB,0.04160863264953757
26,NRG,0.01647203822505078
26,GEV,0.025205774844228285
26,V,0.03848650691656502
26,EIX,0.008962110467543727
27,CRM,0.04096291690419547
27,WYNN,0.0597173308722884
27,HAS,4.6228486253981673e-4
27,DTE,0.06451060230239519
27,LULU,0.011243009263481447
27,CTAS,0.08771493175370249
27,NRG,0.00981841423749832
27,PTC,0.05496583861561081
27,MPWR,0.024442474253452588
27,OMC,0.05649990571315129
27,PNR,0.0925978650940746
27,ED,0.07070109028359127
27,VLTO,0.03932979682731073
27,DIS,0.047864312906932785
27,MTB,0.0653409055042872
27,SWKS,0.045518347093882645
27,CPAY,0.02875002450102187
27,VZ,0.0530946903171067
27,PAYX,0.07145418308358525
27,META,0.07501107560989113
28,ED,0.3646454800785038
28,VLTO,0.06312927786026462
28,HAS,0.06362736580537742
28,LYB,0.23449221382102403
28,FSLR,0.27410566243483014
29,FSLR,0.10275523181534199
29,PNR,0.08013078021517886
29,DIS,0.042034563898694685
29,NRG,0.028652379772719526
29,LHX,0.09852024665662489
29,CPAY,0.026211627581191926
29,OTIS,0.012368499892966324
29,WST,0.05612291128721198
29,CARR,0.06935975140601576
29,LULU,0.03854869936722791
29,WEC,0.015149951686131579
29,V,0.09978793948806938
29,MAR,0.007129983800785729
29,CRM,0.06203366853727894
29,META,0.020067482715949648
29,BR,0.05809844990715484
29,DTE,0.015200022735960083
29,VLTO,0.08486480166618414
29,MTB,0.033934476723045455
29,PTC,0.04902853084626636
30,BR,0.02854133005570559
30,WEC,0.0874250864366439
30,AMCR,0.06548683815606593
30,CARR,0.06841562836471608
30,SW,0.07937210561081892
30,MTB,0.0584957640095408
30,IVZ,0.06069825476406262
30,ACN,0.08300431854278101
30,LULU,0.011370497227349292
30,VLTO,0.08339888344037746
30,OMC,0.0835806974705117
30,FSLR,0.007707839804612368
30,GOOGL,0.07403484935694953
30,DVN,0.06642689966538902
30,EIX,0.05162692089035046
30,REGN,0.026759694977687532
30,DOC,0.0011997933955262786
30,CRM,0.028355598518300742
30,WYNN,0.014905783971692578
30,DIS,0.019193215340918196
31,CARR,0.4380346807304547
31,SW,0.002583568820745966
31,CTAS,0.35101193596921326
31,GOOGL,0.19725519529774863
31,PAYX,0.011114619181837442
32,VLTO,0.04222340344029423
32,DTE,0.016707533833470394
32,MTB,0.059993229246399465
32,LYV,0.08606770694470965
32,ABBV,0.012669495365089106
32,CRM,0.04265385900875841
32,DOC,0.02566967946120697
32,ED,0.10351500256202202
32,EIX,0.012273148201169749
32,CSCO,0.09682448683910964
32,VZ,0.09755960684709132
32,REGN,0.0031062927371510833
32,MAR,0.08832477215629601
32,CARR,0.03171612140994568
32,NRG,0.017416024873128735
32,WYNN,0.011390185626210567
32,LULU,0.08209364244470829
32,LHX,0.0526496541024904
32,MAA,0.04606228532385002
32,ACN,0.07108386957689825
33,DTE,0.0072687880171529535
33,ED,0.04842227517283835
33,MTB,0.06121031164897447
33,PAYX,0.05978251242545684
33,D,0.028163999273184512
33,BR,0.01827986773130983
33,WEC,0.08054149834808125
33,AMCR,0.022814914366330624
33,REGN,0.06490250109896058
33,ACN,0.10109958074203951
33,WST,0.022904415391987964
33,DIS,0.09205488057137175
33,LYV,0.034186067817341015
33,ATO,0.02085218947088086
33,FSLR,0.05743016186839338
33,NRG,0.02036670788672016
33,HAS,0.024820231593062732
33,CPAY,0.10597335029706638
33,LYB,0.021371423804936396
33,MAA,0.10755432247391045
34,VZ,0.024672696523526237
34,ED,0.03475736568771515
34,LYB,0.02420254644175557
34,ZTS,0.014129884505166588
34,MPWR,0.037747795802526386
34,BR,0.002900969965356062
34,AMCR,0.029480277083594946
34,D,0.002304357229039824
34,LHX,0.036557766715973695
34,CPAY,0.03467168321921641
34,MAA,0.007127114965133115
34,REGN,0.034377563050193405
34,MTB,0.01898086526705034
34,CSCO,0.010617144865273988
34,SW,0.024269804248429873
34,PNR,0.028803631149522023
34,FSLR,0.025586309321169447
34,MOH,0.028345744372735186
34,META,0.010276247419981423
34,ACN,0.04014970210288331
34,ROP,0.03920291636561746
34,GOOGL,0.02947468061949392
34,SWKS,0.011390529034157501
34,CARR,0.04101044911566385
34,IVZ,0.0022427523129572046
34,CTAS,0.02522561784161545
34,NRG,0.027653606708495992
34,OTIS,0.03255482180114178
34,DOC,0.03146641507810559
34,VLTO,0.03545951838697377
34,PTC,0.034862983374420654
34,MAR,0.019754508760391535
34,ATO,0.007247231385640067
34,PAYX,0.04141523055005988
34,DTE,0.01693566004762348
34,OMC,0.03228080636523489
34,WEC,0.0038769658486527423
34,V,0.037726307197954986
34,WYNN,0.033743546388063934
34,HAS,0.02651598288149234
35,SWKS,0.04003856893169636
35,EIX,0.04000483302298012
35,WYNN,0.03808198838642647
35,CSCO,0.02358123176291309
35,ATO,0.036635084861950135
35,CRM,0.0414567883352485
35,ED,0.025043838973860245
35,MAR,0.01749043316568198
35,CPAY,0.008300819630292085
35,CTAS,0.039169197287113953
35,ACN,0.010368428159825289
35,DIS,0.04186592164585784
35,SW,0.029181408888151784
35,MOH,0.00707273113595738
35,HAS,0.042288759792617474
35,ROP,0.006885458856343727
35,ABBV,0.042383179925032835
35,OTIS,0.028921212971061868
35,LULU,0.0011988742899036856
35,IVZ,0.018748065756348745
35,BR,0.00896175049291086
35,WEC,0.027489277614191277
35,OMC,0.04087917619910341
35,DVN,0.025572755425751787
35,WST,0.006368134297375981
35,AMCR,0.01618572170068201
35,DOC,0.002363433473855311
35,PAYX,0.005123518093898653
35,VZ,0.03217257637985869
35,NRG,0.007454635776628059
35,META,0.04249201804393671
35,MTB,0.002680415504011156
35,GEV,0.04315815648953706
35,FSLR,0.021820783064819844
35,V,0.031163405963659862
35,GOOGL,0.03209043578418488
35,D,0.03387725333164415
35,PTC,0.03898864449438544
35,REGN,0.03157886235204655
35,MPWR,0.010862219738254743
36,LHX,0.06871746229979349
36,CARR,0.08555999174816824
36,DTE,0.02384879546401627
36,MAR,0.007698635982529722
36,WYNN,0.02053198890386556
36,WEC,0.029815078478346708
36,CRM,0.0853653487088139
36,LYB,0.08878844863282859
36,IVZ,0.03932779905115812
36,VLTO,0.0627732133398418
36,HAS,0.07973990689888613
36,CSCO,0.07481444470111143
36,AMCR,0.0658690999792214
36,VZ,0.05801973516418927
36,BR,0.07559641959416098
36,MPWR,0.014317971537435043
36,OTIS,0.032620236670818134
36,PAYX,0.02467261231756787
36,GEV,0.011192623479244058
36,CMI,0.050730187048003285
37,FSLR,8.958220471832714e-4
37,CPAY,0.044964165842125293
37,ATO,0.07044365373361386
37,VLTO,0.08485084425372663
37,MAA,0.07232700118464613
37,HAS,0.09062173718875045
37,MOH,0.01507817566359019
37,DVN,0.029000325974249556
37,ZTS,0.04091929367018634
37,DIS,0.06057608739453716
37,OMC,0.06424555435428214
37,PAYX,0.018520650338470324
37,GEV,0.07439014896811375
37,GOOGL,0.07160794135932755
37,AMCR,0.061338418787161786
37,PTC,0.01303560407008042
37,ACN,0.06216851587459994
37,LHX,0.01417145517665874
37,CMI,0.05375934529923575
37,V,0.05708525881946072
38,D,0.036890525349308284
38,MPWR,0.03151975593022095
38,BR,0.021578574354867815
38,WST,0.07026566273075018
38,PNR,0.019163914645350277
38,IVZ,0.020676035493975942
38,SWKS,0.0602442559743032
38,ZTS,0.045687490945459076
38,LYV,0.05423440700819714
38,ABBV,0.03980798557483872
38,META,0.06101707974319204
38,NRG,0.05741618542597566
38,GEV,0.04616863540778114
38,CTAS,0.02741735780973467
38,CMI,0.06733433668655575
38,ACN,0.07761501780217697
38,CARR,0.06133507228705757
38,AMCR,0.04642354538668731
38,GOOGL,0.06546230780635835
38,MOH,0.08974185363720896
39,LULU,0.0315445906395878
39,DTE,0.012134442229371486
39,MPWR,0.011090555990775582
39,ACN,0.0032437113416850204
39,MOH,0.019415841599083765
39,PNR,0.03497281879508109
39,OMC,0.009760911771361356
39,NRG,3.314992547672034e-4
39,HAS,0.00463997224050945
39,DOC,0.010682488789929404
39,META,0.04667851710025504
39,SWKS,0.022350861837203726
39,REGN,0.005275637272789172
39,DVN,0.05002871421188883
39,V,0.029747388313454203
39,ED,0.04643226904277715
39,LYV,0.016020623799401043
39,MAA,0.043750506539240855
39,LHX,0.00814793285668969
39,GEV,0.012766651373668237
39,AMCR,0.03386252521455703
39,CRM,0.05016708165361537
39,OTIS,0.036289756967618624
39,FSLR,0.024324305274282313
39,EIX,0.05043113517819147
39,BR,0.05316145078270465
39,VZ,0.03527882194359117
39,ROP,0.004667415753461615
39,LYB,0.02501503867014388
39,MTB,0.020329816245291392
39,DIS,0.05596153282865082
39,ATO,0.028074251890737263
39,PAYX,0.014491385715750935
39,CARR,0.040729216756569445
39,ABBV,0.008876634563465253
39,CSCO,0.017735559846164095
39,CMI,0.016657680719112222
39,GOOGL,0.03820112832002224
39,PTC,0.025639367132662634
39,WYNN,0.0010899595438874725
40,DVN,0.022478980134675627
40,MTB,0.023191125621788565
40,DIS,0.02317791107634146
40,LYB,0.02825525662764544
40,MAR,0.029408556401949098
40,DOC,0.0030879173945064504
40,ZTS,0.028506109324969726
40,MAA,0.03347208363259278
40,LULU,0.027847258146832237
40,OTIS,0.026391220494053035
40,META,0.038175298532856616
40,CPAY,0.03242047705256159
40,GEV,0.037033835106407356
40,D,0.010741205835738449
40,AMCR,0.022445462095054363
40,ACN,0.0012800423235583044
40,PNR,0.017348830351989943
40,CMI,0.012275151516822244
40,WST,0.00889765084034545
40,ABBV,0.00712479962339924
40,CTAS,0.032562622684152207
40,FSLR,0.03858209505832024
40,PAYX,0.007416018557543666
40,WYNN,0.013277880948983408
40,LYV,0.018020909729296507
40,VLTO,0.01620954947299685
40,CRM,0.03307348705921252
40,CSCO,0.03346927160304161
40,EIX,0.01765474025405
40,OMC,0.02863640459088472
40,REGN,0.026426815364912523
40,ED,0.029303456185332127
